schema_version	route_id	candidate_id	gene	phase18_context	cohort	modality	cell_type	context_match	eligible	measurement_state	signal_state	model_state	ld_state	terminal_state	reason
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Superior_temporal_gyrus__NGFGXQTL0005	GS045	RPS15	OPCs	MiGA	eQTL	Microglia (Superior temporal gyrus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__MiGA__eQTL__Microglia_Thalamus__NGFGXQTL0007	GS045	RPS15	OPCs	MiGA	eQTL	Microglia (Thalamus)	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0026	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0027	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0028	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Inhibitory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1_2_MIT__snuc_eQTL__Microglia__NGFGXQTL0029	GS045	RPS15	OPCs	ROSMAP_CUIMC1_2_MIT	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Astrocyte__NGFGXQTL0014	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Excitatory_neuron__NGFGXQTL0015	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0016	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Inhibitory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_CUIMC1__snuc_eQTL__Microglia__NGFGXQTL0017	GS045	RPS15	OPCs	ROSMAP_CUIMC1	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Astrocyte__NGFGXQTL0020	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Astrocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Excitatory_neuron__NGFGXQTL0021	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Excitatory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Inhibitory_neuron__NGFGXQTL0022	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Inhibitory neuron	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP_MIT__snuc_eQTL__Microglia__NGFGXQTL0023	GS045	RPS15	OPCs	ROSMAP_MIT	snuc-eQTL	Microglia	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
phase19_opc_rps15_public_recovery_v1	GS045__NG00184v1__ROSMAP__eQTL__Monocyte__NGFGXQTL0034	GS045	RPS15	OPCs	ROSMAP	eQTL	Monocyte	context_not_eligible	FALSE	not_graded_ineligible_context	not_graded	complete_fitted_multisignal_model_unavailable	source_matched_LD_unavailable	context_not_eligible	cell_or_tissue_context_not_eligible_for_frozen_candidate_hierarchy
